"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","mean_percent","mean_seconds","sum_seconds","total_seconds"
10,2,106,4,0,0,/videos/139474764,"Django - Das Django-Projekt beginnen",103,2015-09-16T15:17:51+00:00,Array,52,48,484,928
9,0,46,0,0,0,/videos/16514060,"Screencast glimpse 027 - Fedora 14",261,2010-11-04T20:40:05+00:00,Array,30,44,401,1304
9,0,43,1,0,0,/videos/15426771,"Screencast 083 - key-mon und screenkey",298,2010-09-30T14:41:00+00:00,Array,64,192,1729,2689
9,1,64,2,0,0,/videos/133491431,"Linux - gelöschte Dateien wiederherstellen",222,2015-07-14T20:33:35+00:00,Array,47,104,943,1996
9,1,37,1,0,0,/videos/187167650,"Fedora 25 Beta (Workstation) - Demo",538,2016-10-13T12:03:42+00:00,Array,45,246,2215,4851
9,1,37,0,0,0,/videos/187807973,"budgie-remix 16.10 (Budgie desktop) - Demo (Ubuntu-based)",382,2016-10-18T11:36:36+00:00,Array,10,26,241,2292
9,0,47,0,0,0,/videos/26936254,"Gnome3 - Theme wechseln",242,2011-07-26T21:54:00+00:00,Array,16,31,283,1693
9,0,21,0,0,0,/videos/86819930,"stegdetect (Steganografieerkennung) - Linux",125,2014-02-16T12:22:40+00:00,Array,79,88,793,999
8,0,38,2,0,0,/videos/22294981,"Firefox - Flashblock - Flash blockieren",129,2011-04-12T15:42:56+00:00,Array,31,40,326,1030
8,1,58,2,0,0,/videos/133649271,"Gnome - einfache Bildschirmaufnahmen mit EasyScreenCast (Linux, Gnome 3.16)",21,2015-07-16T12:00:12+00:00,Array,85,6,53,62
7,0,29,4,0,0,/videos/98507715,"Linux - PDF-Dokumente schreiben mit Pandoc und Markdown - pandoc installieren",563,2014-06-18T04:30:34+00:00,Array,75,427,2991,3939
7,0,25,1,0,0,/videos/16325410,"Screencast short 047 - Passwort ändern",60,2010-10-29T20:15:25+00:00,Array,64,32,229,356
7,0,44,1,0,0,/videos/52075716,"python urllib",366,2012-10-24T12:50:01+00:00,Array,36,135,945,2563
7,0,42,1,0,0,/videos/133454876,"OpenStreetMap ab sofort mit Routenplaner",211,2015-07-14T14:31:16+00:00,Array,64,117,819,1270
7,1,38,1,0,0,/videos/133489839,"Präsentationen mit Markdown und remark.js",203,2015-07-14T20:17:50+00:00,Array,53,92,648,1219
7,1,53,0,0,0,/videos/133493397,"Fedora 22 Beta Workstation - Demo",390,2015-07-14T20:52:54+00:00,Array,45,178,1247,2731
7,1,58,1,0,0,/videos/133493399,"HTML und CSS - Ein Bild einfügen (img)",241,2015-07-14T20:52:54+00:00,Array,35,84,593,1690
7,2,43,3,0,0,/videos/137696877,"Git für Einsteiger - Branches mergen",214,2015-08-29T17:00:51+00:00,Array,71,154,1078,1498
7,0,37,0,0,0,/videos/80423318,"blockdiag - nwdiag und seqdiag",310,2013-11-26T23:55:44+00:00,Array,62,167,1170,1859
7,2,53,1,0,0,/videos/140518860,"Screencasting auf dem Linux-Desktop in der Cloud - Demo",368,2015-09-26T15:49:35+00:00,Array,34,163,1147,3310
6,0,21,1,0,0,/videos/89473253,"Raspberry Pi - pidora installieren",286,2014-03-19T04:42:14+00:00,Array,61,146,879,1428
6,0,22,2,0,0,/videos/120825611,"Linux - Benutzer benachrichtigen - die Datei /etc/issue.net",94,2015-02-27T19:02:24+00:00,Array,80,75,452,562
6,0,41,1,0,0,/videos/121216512,"Gnome3 - GPaste (Zwischenablage installieren)",293,2015-03-04T05:24:11+00:00,Array,64,188,1132,1758
6,0,55,2,0,0,/videos/123624367,"WebODF - ODF-Dokumente in Webseiten einbinden (.odt-Datei mittels Browser anschauen)",194,2015-03-30T14:00:51+00:00,Array,72,140,844,1168
6,0,62,0,0,0,/videos/14140454,"Screencast 028 - Istanbul und byzanz",493,2010-08-14T16:15:23+00:00,Array,33,166,997,2955
6,0,32,0,0,0,/videos/46147338,"Matplotlib und Pylab - Installation",311,2012-07-21T16:23:43+00:00,Array,43,135,810,1865
6,2,36,1,0,0,/videos/132812406,"Linux - Spurenarm Surfen - JonDoFox",343,2015-07-07T11:33:38+00:00,Array,69,238,1428,2057
6,1,38,0,0,0,/videos/132914487,"Online-TV mit Magine und Pipelight/Silverlight unter Linux betrachten",306,2015-07-08T09:47:40+00:00,Array,78,199,1195,1529
6,1,39,0,0,0,/videos/132826524,"Python-Programmierung - pygments - Syntax-Highlighting",545,2015-07-07T14:15:36+00:00,Array,21,115,691,3269
6,1,74,1,0,0,/videos/133452109,"Rebellin Linux Synergy 2.5 - Demo",412,2015-07-14T14:04:17+00:00,Array,41,171,1028,2472
6,1,46,0,0,0,/videos/133491432,"OpenIndiana 2015.03 Hipster - Demo",257,2015-07-14T20:33:35+00:00,Array,71,182,1096,1541
6,1,51,0,0,0,/videos/135574162,"R - Vektoren, ein Balkendiagramm erstellen und als Bild speichern",369,2015-08-06T14:32:04+00:00,Array,29,107,642,2210
6,1,35,1,0,0,/videos/139722981,"Live-DVDs mit Anonymisierungsdiensten",147,2015-09-18T16:48:25+00:00,Array,52,65,390,738
6,1,36,2,0,0,/videos/184878701,"Chapeau 24 - Demo",459,2016-09-29T16:25:51+00:00,Array,66,202,1217,1840
6,0,61,0,0,0,/videos/27872363,"Firefox - Quick Locale Switcher",194,2011-08-18T18:17:38+00:00,Array,47,61,370,776
6,0,22,0,0,0,/videos/87058266,"DEFT Linux 8 (Digital Evidence & Forensic Toolkit) - Demo",346,2014-02-19T05:04:15+00:00,Array,66,230,1384,2082
5,0,26,1,0,0,/videos/90719715,"Raspberry Pi - Coder starten (HTML, CSS, Javascript ganz einfach lernen)",488,2014-04-02T04:01:27+00:00,Array,66,323,1619,2443
5,0,21,1,0,0,/videos/98225595,"sed - Adressen - Teil 2",401,2014-06-14T19:25:30+00:00,Array,22,91,457,2007
5,0,31,2,0,0,/videos/98507716,"Linux - PDF-Dokumente schreiben mit Pandoc und Markdown - PDF erzeugen",353,2014-06-18T04:30:34+00:00,Array,74,262,1310,1763
5,0,18,2,0,0,/videos/39543580,"ffmpeg - Videofilter showinfo",122,2012-03-31T18:59:02+00:00,Array,76,93,466,609
5,0,24,1,0,0,/videos/39852198,"CouchDB - erste Schritte",281,2012-04-05T19:35:21+00:00,Array,59,134,674,1124
5,0,29,1,0,0,/videos/121216515,"Manjaro Linux 0.8.8 Xfce - Demo",447,2015-03-04T05:24:12+00:00,Array,40,182,912,2234
5,0,31,0,0,0,/videos/123624358,"Python-Programmierung - subprocess - communicate",173,2015-03-30T14:00:49+00:00,Array,41,71,359,862
5,1,36,1,0,0,/videos/132201284,"whistle und andere WhatsApp-Alternativen",152,2015-06-30T11:38:50+00:00,Array,56,68,342,608
5,1,44,0,0,0,/videos/132203388,"SliTaz GNU/Linux Cooking 20140216 - Demo",302,2015-06-30T12:06:25+00:00,Array,61,186,930,1510
5,0,24,3,0,0,/videos/49313701,"opus - freier Audio-Codec",252,2012-09-12T14:29:14+00:00,Array,75,190,952,1265
5,1,33,0,0,0,/videos/132819272,"Datensparsame Suchmaschinen",373,2015-07-07T13:02:46+00:00,Array,29,88,440,1492
5,1,19,0,0,0,/videos/21556494,"Python-Programmierung - Unicode",203,2011-03-27T16:56:02+00:00,Array,10,17,88,815
5,1,34,0,0,0,/videos/132914490,"Linux - Suchen und Finden mit Ack, statt grep",374,2015-07-08T09:47:40+00:00,Array,55,206,1030,1869
5,1,30,0,0,0,/videos/133485597,"Linux - Webbrowsing in der Konsole mit links2",137,2015-07-14T19:32:16+00:00,Array,33,28,140,413
5,0,43,1,0,0,/videos/15818345,"Screencast glimpse 014 - Linux Mint 6 Universal Edition Installation",333,2010-10-13T20:39:52+00:00,Array,50,133,667,1330
5,2,37,1,0,0,/videos/135291095,"HTML und CSS - Webseite veröffentlichen (Hosting)",411,2015-08-03T20:31:53+00:00,Array,55,271,1357,2465
5,1,195,2,0,0,/videos/136621885,"Python für Anfänger - Mit Python interagieren",152,2015-08-18T15:11:49+00:00,Array,78,95,478,608
5,0,40,2,0,0,/videos/137616674,"LibreOffice - Calc - Filtern, welche Zellen sichtbar sind",214,2015-08-28T15:56:44+00:00,Array,63,135,675,1069
5,0,65,2,0,0,/videos/140501564,"Gnome 3.18 - Builder - Demo",259,2015-09-26T07:45:05+00:00,Array,77,199,996,1293
5,0,35,0,0,0,/videos/190713187,"GeckoLinux 999.161031.0 ""Rolling"" Cinnamon - Demo",432,2016-11-08T13:26:26+00:00,Array,22,79,397,1728
5,6,35,0,0,0,/videos/187167637,"Fedora 25 Beta (Workstation) - Installation - Demo",224,2016-10-13T12:03:38+00:00,Array,70,157,785,1120
4,1,36,0,0,0,/videos/37687318,"Python-Programmierung - OOP - Klassen in Python",375,2012-02-29T19:54:15+00:00,Array,32,92,370,1124
4,0,20,1,0,0,/videos/90161152,"Xubuntu 13.10 - Demo",257,2014-03-26T20:47:06+00:00,Array,48,125,503,1028
4,0,16,0,0,0,/videos/91485692,"Ubuntu Studio 13.10 - Demo",618,2014-04-09T04:36:23+00:00,Array,47,293,1172,2470
4,1,51,0,0,0,/videos/29564949,Webcamstudio,392,2011-09-25T17:50:08+00:00,Array,45,177,711,1570
4,0,36,0,0,0,/videos/40247147,"LibreOffice - Writer - AutoText benutzen",223,2012-04-12T17:59:17+00:00,Array,54,120,482,889
4,0,26,1,0,0,/videos/122501927,"Debian - dpkg - Pakete installieren (Paketverwaltung .deb)",220,2015-03-18T04:03:32+00:00,Array,64,106,425,662
4,0,26,0,0,0,/videos/40037197,"popcorn.js - timeline",240,2012-04-09T21:18:24+00:00,Array,68,163,654,960
4,0,15,0,0,0,/videos/43558812,"Mageia 2 - Demo",407,2012-06-06T19:26:00+00:00,Array,16,32,131,813
4,1,32,0,0,0,/videos/132198556,"SteamOS Session installieren",243,2015-06-30T10:59:43+00:00,Array,59,144,579,971
4,1,27,0,0,0,/videos/132203390,"SD-Karte des Raspberry Pi mit partclone sichern",522,2015-06-30T12:06:26+00:00,Array,24,95,382,1565
4,2,41,0,0,0,/videos/132219572,"Linux - Tor Browser Bundle installieren - anonym surfen",219,2015-06-30T14:48:29+00:00,Array,37,40,163,438
4,0,28,2,0,0,/videos/46367001,"Bodhi Linux 1.4 - Demo",260,2012-07-25T15:21:38+00:00,Array,68,177,708,1039
4,0,24,0,0,0,/videos/49911156,"Linux - youtube-Download - ein youtube-Video herunterladen",313,2012-09-21T13:17:09+00:00,Array,17,41,166,941
4,1,28,0,0,0,/videos/132822990,"LibreOffice - Calc - Datum und Zeit eingeben",215,2015-07-07T13:42:51+00:00,Array,54,59,236,430
4,0,36,1,0,0,/videos/21760764,"Trisquel GNU/Linux 4.5",277,2011-03-31T16:06:08+00:00,Array,93,259,1036,1110
4,2,32,0,0,0,/videos/132930950,"LibreOffice - Writer - Editiermodus Einfügen und Überschreiben",123,2015-07-08T13:31:57+00:00,Array,29,36,145,494
4,1,33,0,0,0,/videos/132929696,"Reguläre Ausdrücke mit Regex Cross­word lernen",130,2015-07-08T13:17:55+00:00,Array,80,104,418,522
4,2,29,1,0,0,/videos/133452106,"Git für Einsteiger - Der erste Commit",168,2015-07-14T14:04:17+00:00,Array,70,88,354,505
4,0,29,0,0,0,/videos/21653190,"Firefox - NoScript",237,2011-03-29T16:26:31+00:00,Array,30,71,285,946
4,0,29,1,0,0,/videos/52387501,"lighttpd - PHP - CGI",368,2012-10-29T14:11:22+00:00,Array,57,212,850,1474
4,0,22,1,0,0,/videos/52388542,"lighttpd php fastcgi",395,2012-10-29T14:27:11+00:00,Array,35,140,560,1582
4,1,38,1,0,0,/videos/133486760,"Ubuntu Mate 15.04 Beta 1 - Demo",275,2015-07-14T19:44:18+00:00,Array,57,159,636,1102
4,1,52,1,0,0,/videos/133488632,"LibreOffice - Calc - Autoformatierung von Tabellenbereichen (Autoformat)",161,2015-07-14T20:04:18+00:00,Array,96,155,621,644
4,1,32,0,0,0,/videos/133489838,"AngularJS - Schleifen (ng-repeat)",298,2015-07-14T20:17:50+00:00,Array,83,124,497,595
4,1,29,2,0,0,/videos/139836287,"Processing installieren und starten",277,2015-09-20T10:16:43+00:00,Array,78,217,869,1110
4,0,37,1,0,0,/videos/134711889,"Firefox - bessere Verschlüsselung einstellen (How's my SSL ?)",276,2015-07-28T10:16:45+00:00,Array,56,156,625,1104
4,1,29,1,0,0,/videos/136945571,"OpenLayers 3 - eine Karte auf eine Webseite setzen",291,2015-08-21T16:47:52+00:00,Array,49,144,576,1166
4,2,32,1,0,0,/videos/139800956,"Linux - USB-Sticks als Bootmedium vorbereiten",194,2015-09-19T17:59:55+00:00,Array,28,54,217,775
4,0,41,1,0,0,/videos/140501147,"Gnome 3.18 - Kalender - Demo",113,2015-09-26T07:30:22+00:00,Array,22,43,175,789
4,0,23,0,0,0,/videos/82658029,"Python-Programmierung - docopt - Installation",352,2013-12-25T06:33:22+00:00,Array,34,120,482,1410
4,1,25,1,0,0,/videos/83659370,"einfache Karten (Maps) erstellen - Geo-diagramme",219,2014-01-08T08:07:10+00:00,Array,27,59,239,878
4,0,18,0,0,0,/videos/28238277,"Gnome3 - dash-placeholder",246,2011-08-27T16:54:32+00:00,Array,27,50,200,739
3,0,13,1,0,0,/videos/88224773,"Antergos 2013.08.20 - Demo",323,2014-03-05T05:35:50+00:00,Array,50,164,494,971
3,0,30,0,0,0,/videos/13413976,"Linux - Wikipedia (kurz)",100,2010-07-17T14:39:46+00:00,Array,35,35,107,301
3,0,19,0,0,0,/videos/89473272,"wattOS R7.5 (mit pekwm) - Demo",386,2014-03-19T04:42:39+00:00,Array,75,291,873,1158
3,0,41,0,0,0,/videos/90719770,"Slackel 5.0 “Openbox” edition - Demo",456,2014-04-02T04:02:32+00:00,Array,12,56,168,1367
3,0,17,0,0,0,/videos/98225592,"openSUSE 13.1 RC2 - Installation - Demo",280,2014-06-14T19:25:29+00:00,Array,39,110,330,840
3,0,34,0,0,0,/videos/37481117,"Videos spiegeln - ffmpeg - Videofilter hflip und vflip",197,2012-02-26T20:15:33+00:00,Array,40,80,242,592
3,1,19,0,0,0,/videos/119694108,"Fedora 20 Beta MATE - Demo",308,2015-02-15T18:30:07+00:00,Array,21,67,201,925
3,0,29,0,0,0,/videos/120825612,"Manjaro Linux 0.8.8 Openbox - Demo",347,2015-02-27T19:02:24+00:00,Array,60,209,628,1041
3,0,13,0,0,0,/videos/39790196,"CouchDB - Installation",217,2012-04-04T19:50:16+00:00,Array,39,85,257,651
3,0,17,0,0,0,/videos/39978139,"popcorn.js - wordriver",188,2012-04-08T20:02:34+00:00,Array,63,119,357,564
3,1,38,0,0,0,/videos/132197271,"Korora 20 (Peach) MATE - Demo",421,2015-06-30T10:41:31+00:00,Array,42,181,543,1264
3,0,35,0,0,0,/videos/13914378,"Linux - oggdec, oggenc und ogginfo",330,2010-08-05T16:47:51+00:00,Array,22,49,148,661
3,0,40,0,0,0,/videos/43625989,"Bottle - Ein WSGI-Microframework für Python",639,2012-06-07T19:02:14+00:00,Array,62,400,1202,1917
3,1,21,0,0,0,/videos/132210712,"CAELinux 2013 - Demo",470,2015-06-30T13:28:34+00:00,Array,1,9,27,1410
3,0,26,0,0,0,/videos/46145256,"DouDouLinux 1.2 - Demo",379,2012-07-21T15:21:39+00:00,Array,13,35,105,757
3,1,15,0,0,0,/videos/19803851,"Screencast 099 - Administrator-Rechte vergeben",282,2011-02-10T20:44:05+00:00,Array,37,105,317,845
3,1,39,0,0,0,/videos/132331297,"LibreOffice Makro - Erweiterungen (Extensions), BundesGit für LibreOffice",383,2015-07-01T14:04:20+00:00,Array,33,127,382,1150
3,1,25,0,0,0,/videos/132822987,"Fertige virtuelle Maschinen mit zahlreichen freien OS auf VirtualBoxes.org",223,2015-07-07T13:42:51+00:00,Array,19,44,132,669
3,0,10,0,0,0,/videos/15630395,"Screencast glimpse 008 - Fedora 10 Preview Installation",619,2010-10-07T14:17:25+00:00,Array,74,458,1376,1856
3,1,30,0,0,0,/videos/132926060,"AngularJS - Hallo Welt (ng-model, ng-show, ng-hide, .length, limitTo)",309,2015-07-08T12:33:09+00:00,Array,34,106,319,929
3,0,25,0,0,0,/videos/52074590,"redis sets",263,2012-10-24T12:30:38+00:00,Array,61,161,483,788
3,0,24,0,0,0,/videos/22779033,"Gnome3 - die Zeitanzeige ändern",238,2011-04-23T19:46:20+00:00,Array,52,125,375,714
3,1,33,0,0,0,/videos/133491434,"HTML und CSS - Grundgerüst einer HTML-Seite",164,2015-07-14T20:33:35+00:00,Array,36,60,182,492
3,1,37,0,0,0,/videos/133497737,"Linktipp: Linux - The Art of Command Line",76,2015-07-14T21:38:35+00:00,Array,35,26,80,228
3,0,27,0,0,0,/videos/23596446,"Firefox - Adblock Plus",188,2011-05-11T17:21:36+00:00,Array,14,28,84,561
3,1,41,1,0,0,/videos/136390433,"LibreOffice 5 installieren (Linux)",186,2015-08-15T17:49:43+00:00,Array,49,91,275,558
3,1,87,1,0,0,/videos/137146777,"Django - Django installieren",162,2015-08-24T15:30:27+00:00,Array,75,122,368,486
3,4,47,1,0,0,/videos/137388297,"HTML und CSS - Eine CSS-Datei einbinden",182,2015-08-26T16:18:59+00:00,Array,65,118,355,546
3,1,46,0,0,0,/videos/140085091,"Firefox OS - ein Bildschirmfoto (Screenshot) machen",110,2015-09-22T16:48:32+00:00,Array,26,9,29,109
3,1,27,0,0,0,/videos/133486758,"Xubuntu 15.04 Beta 1 - Demo",343,2015-07-14T19:44:18+00:00,Array,1,2,7,686
3,1,24,1,0,0,/videos/188668514,"SalentOS 1.0 (Openbox) - Demo",339,2016-10-24T14:34:59+00:00,Array,43,149,447,1020
3,1,28,0,0,0,/videos/26482224,"Ubuntu - html in pdf umwandeln",172,2011-07-15T17:39:37+00:00,Array,80,139,418,517
3,0,10,0,0,0,/videos/82658023,"Python-Programmierung - docopt - Befehle, Argumente und Optionen",121,2013-12-25T06:33:12+00:00,Array,91,74,222,243
3,0,11,1,0,0,/videos/82658026,"Python-Programmierung - docopt - automatische Hilfstexte",87,2013-12-25T06:33:17+00:00,Array,67,58,175,259
3,1,42,0,0,0,/videos/13333000,"Linux - Wie ändere ich mein Hintergrundbild bei Gnome",450,2010-07-14T15:43:46+00:00,Array,15,45,135,900
3,0,10,0,0,0,/videos/84442748,"CrunchBang Linux 11 - Demo",459,2014-01-18T01:08:19+00:00,Array,36,168,504,1378
3,0,15,0,0,0,/videos/84744893,"Simplicity Linux 13.7 Beta - Demo",381,2014-01-22T05:34:04+00:00,Array,0,0,0,1143
3,0,44,0,0,0,/videos/27913987,"moonOS 4 Neak - Demo",202,2011-08-19T17:10:51+00:00,Array,62,125,376,605
2,0,16,0,0,0,/videos/28681746,"Gnome3 - Zoomen",336,2011-09-06T20:08:11+00:00,Array,32,110,220,674
2,0,14,0,0,0,/videos/88224815,"LXLE 12.04.3 - Demo",433,2014-03-05T05:36:40+00:00,Array,61,134,269,434
2,0,30,0,0,0,/videos/29108821,"Firefox - ShowIP",96,2011-09-15T18:19:31+00:00,Array,80,78,156,194
2,1,16,0,0,0,/videos/28586820,"Python-Programmierung - Funktionen",313,2011-09-04T19:56:15+00:00,Array,9,30,61,628
2,0,22,0,0,0,/videos/89473231,"ImageMagick - Bilder mit Text erstellen (Bildbearbeitung in der Kommandozeile mit dem Tool convert)",203,2014-03-19T04:41:57+00:00,Array,97,99,198,203
2,0,29,1,0,0,/videos/89473246,"R - starten und beenden",109,2014-03-19T04:42:11+00:00,Array,99,54,108,109
2,0,10,1,0,0,/videos/89473255,"Raspberry Pi - das Betriebssystem installieren - raspbian",358,2014-03-19T04:42:17+00:00,Array,54,194,388,716
2,0,16,0,0,0,/videos/22901774,"Gnome3 - gnome-tweak-tool",131,2011-04-26T17:17:37+00:00,Array,68,45,90,131
2,0,10,0,0,0,/videos/90719705,"Raspberry Pi - Coder installieren",248,2014-04-02T04:01:17+00:00,Array,98,243,486,495
2,0,25,0,0,0,/videos/90719723,"ghost - ghost installieren (benutzerfreundliche Blogging-Software basierend auf node.js)",393,2014-04-02T04:01:41+00:00,Array,12,49,98,788
2,0,28,0,0,0,/videos/98225588,"Coder - Passwortreset (Passwort vergessen, was nun ? - Passwort neu setzen)",204,2014-06-14T19:25:28+00:00,Array,14,29,59,408
2,0,19,0,0,0,/videos/98225589,"Firefox - ungefähre Standortbestimmung (standortbezogenes Surfen) deaktivieren - geo.enabled deaktivieren",125,2014-06-14T19:25:28+00:00,Array,82,102,205,250
2,0,18,0,0,0,/videos/98225590,"Firefox OS - Browserdaten löschen (Chronik, History, Cookies löschen)",80,2014-06-14T19:25:28+00:00,Array,10,4,8,80
2,0,18,0,0,0,/videos/98225593,"Linux - PDF-Dokumente schreiben mit Pandoc und Markdown",248,2014-06-14T19:25:29+00:00,Array,98,121,243,247
2,0,20,0,0,0,/videos/37331911,"ein Logo im Video anzeigen lassen - ffmpeg - Videofilter overlay",318,2012-02-23T19:44:12+00:00,Array,93,148,297,318
2,0,36,0,0,0,/videos/140501146,"Gnome 3.18 - Zeichen - Demo",77,2015-09-26T07:30:22+00:00,Array,0,0,0,77
2,0,17,0,0,0,/videos/98507717,"palava.tv testen und WebRTC ausprobieren (Demo) - Web-Echtzeitkommunikation über den Browser",252,2014-06-18T04:30:35+00:00,Array,24,31,62,253
2,1,21,0,0,0,/videos/38644411,"Python-Programmierung - OOP - Klassen in Python Teil2",232,2012-03-16T16:22:01+00:00,Array,5,13,26,463
2,1,29,1,0,0,/videos/133484242,"Python-Programmierung - Modul webbrowser",145,2015-07-14T19:18:12+00:00,Array,54,119,238,436
2,0,21,0,0,0,/videos/38628622,"MyPaint - Zeichenprogramm",478,2012-03-16T11:10:06+00:00,Array,30,74,148,478
2,0,14,0,0,0,/videos/120825610,"Firefox OS - Einstellungen - Datum und Uhrzeit",91,2015-02-27T19:02:24+00:00,Array,26,24,48,184
2,0,15,1,0,0,/videos/120825613,"Python-Programmierung - subprocess - einfache Ausgaben verarbeiten",232,2015-02-27T19:02:25+00:00,Array,100,116,232,232
